AESTTime,Quantity,Unit
01/10/2017 00:00:00,117.36,kWh
01/10/2017 00:30:00,114.88,kWh
01/10/2017 01:00:00,108.15,kWh
01/10/2017 01:30:00,107.75,kWh
01/10/2017 02:00:00,111.63,kWh
01/10/2017 02:30:00,116.92,kWh
01/10/2017 03:00:00,115.9,kWh
01/10/2017 03:30:00,122.92,kWh
01/10/2017 04:00:00,125.8,kWh
01/10/2017 04:30:00,132.28,kWh
01/10/2017 05:00:00,135.32,kWh
01/10/2017 05:30:00,142.12,kWh
01/10/2017 06:00:00,143.65,kWh
01/10/2017 06:30:00,165.26,kWh
01/10/2017 07:00:00,189.06,kWh
01/10/2017 07:30:00,226.43,kWh
01/10/2017 08:00:00,296.82,kWh
01/10/2017 08:30:00,331.77,kWh
01/10/2017 09:00:00,363.78,kWh
01/10/2017 09:30:00,351.97,kWh
01/10/2017 10:00:00,352.4,kWh
01/10/2017 10:30:00,352.83,kWh
01/10/2017 11:00:00,355.15,kWh
01/10/2017 11:30:00,338.93,kWh
01/10/2017 12:00:00,346.45,kWh
01/10/2017 12:30:00,341.7,kWh
01/10/2017 13:00:00,354.68,kWh
01/10/2017 13:30:00,339.86,kWh
01/10/2017 14:00:00,330.26,kWh
01/10/2017 14:30:00,329.3,kWh
01/10/2017 15:00:00,334.61,kWh
01/10/2017 15:30:00,315.28,kWh
01/10/2017 16:00:00,231.5,kWh
01/10/2017 16:30:00,140.18,kWh
01/10/2017 17:00:00,127.51,kWh
01/10/2017 17:30:00,119.81,kWh
01/10/2017 18:00:00,127.35,kWh
01/10/2017 18:30:00,119.43,kWh
01/10/2017 19:00:00,122.77,kWh
01/10/2017 19:30:00,123.01,kWh
01/10/2017 20:00:00,118.46,kWh
01/10/2017 20:30:00,112.9,kWh
01/10/2017 21:00:00,113.61,kWh
01/10/2017 21:30:00,111.74,kWh
01/10/2017 22:00:00,113.54,kWh
01/10/2017 22:30:00,100.85,kWh
01/10/2017 23:00:00,92.97,kWh
01/10/2017 23:30:00,94.23,kWh
02/10/2017 00:00:00,94.48,kWh
02/10/2017 00:30:00,101.59,kWh
02/10/2017 01:00:00,106.44,kWh
02/10/2017 01:30:00,101.83,kWh
02/10/2017 02:00:00,90.99,kWh
02/10/2017 02:30:00,103.76,kWh
02/10/2017 03:00:00,110.24,kWh
02/10/2017 03:30:00,116.46,kWh
02/10/2017 04:00:00,118.73,kWh
02/10/2017 04:30:00,133.26,kWh
02/10/2017 05:00:00,136.11,kWh
02/10/2017 05:30:00,146.58,kWh
02/10/2017 06:00:00,165.58,kWh
02/10/2017 06:30:00,178.83,kWh
02/10/2017 07:00:00,263.14,kWh
02/10/2017 07:30:00,350.39,kWh
02/10/2017 08:00:00,387.5,kWh
02/10/2017 08:30:00,387.36,kWh
02/10/2017 09:00:00,373.22,kWh
02/10/2017 09:30:00,374.72,kWh
02/10/2017 10:00:00,387.49,kWh
02/10/2017 10:30:00,369.18,kWh
02/10/2017 11:00:00,373.75,kWh
02/10/2017 11:30:00,382.64,kWh
02/10/2017 12:00:00,366.77,kWh
02/10/2017 12:30:00,365.0,kWh
02/10/2017 13:00:00,376.22,kWh
02/10/2017 13:30:00,383.77,kWh
02/10/2017 14:00:00,373.9,kWh
02/10/2017 14:30:00,370.72,kWh
02/10/2017 15:00:00,369.23,kWh
02/10/2017 15:30:00,330.42,kWh
02/10/2017 16:00:00,324.72,kWh
02/10/2017 16:30:00,220.31,kWh
02/10/2017 17:00:00,152.99,kWh
02/10/2017 17:30:00,146.7,kWh
02/10/2017 18:00:00,128.78,kWh
02/10/2017 18:30:00,128.11,kWh
02/10/2017 19:00:00,124.69,kWh
02/10/2017 19:30:00,127.15,kWh
02/10/2017 20:00:00,119.19,kWh
02/10/2017 20:30:00,123.69,kWh
02/10/2017 21:00:00,112.54,kWh
02/10/2017 21:30:00,108.34,kWh
02/10/2017 22:00:00,99.5,kWh
02/10/2017 22:30:00,99.11,kWh
02/10/2017 23:00:00,101.81,kWh
02/10/2017 23:30:00,111.09,kWh
03/10/2017 00:00:00,94.58,kWh
03/10/2017 00:30:00,95.91,kWh
03/10/2017 01:00:00,106.91,kWh
03/10/2017 01:30:00,103.55,kWh
03/10/2017 02:00:00,106.54,kWh
03/10/2017 02:30:00,102.03,kWh
03/10/2017 03:00:00,108.51,kWh
03/10/2017 03:30:00,109.48,kWh
03/10/2017 04:00:00,122.15,kWh
03/10/2017 04:30:00,129.67,kWh
03/10/2017 05:00:00,133.91,kWh
03/10/2017 05:30:00,141.18,kWh
03/10/2017 06:00:00,159.1,kWh
03/10/2017 06:30:00,194.59,kWh
03/10/2017 07:00:00,269.05,kWh
03/10/2017 07:30:00,355.07,kWh
03/10/2017 08:00:00,393.28,kWh
03/10/2017 08:30:00,396.56,kWh
03/10/2017 09:00:00,386.79,kWh
03/10/2017 09:30:00,361.26,kWh
03/10/2017 10:00:00,366.36,kWh
03/10/2017 10:30:00,364.27,kWh
03/10/2017 11:00:00,370.47,kWh
03/10/2017 11:30:00,378.24,kWh
03/10/2017 12:00:00,374.1,kWh
03/10/2017 12:30:00,421.62,kWh
03/10/2017 13:00:00,418.31,kWh
03/10/2017 13:30:00,429.79,kWh
03/10/2017 14:00:00,420.48,kWh
03/10/2017 14:30:00,415.21,kWh
03/10/2017 15:00:00,409.87,kWh
03/10/2017 15:30:00,389.79,kWh
03/10/2017 16:00:00,358.06,kWh
03/10/2017 16:30:00,214.92,kWh
03/10/2017 17:00:00,161.44,kWh
03/10/2017 17:30:00,152.42,kWh
03/10/2017 18:00:00,135.09,kWh
03/10/2017 18:30:00,137.54,kWh
03/10/2017 19:00:00,128.41,kWh
03/10/2017 19:30:00,127.38,kWh
03/10/2017 20:00:00,126.43,kWh
03/10/2017 20:30:00,126.35,kWh
03/10/2017 21:00:00,116.69,kWh
03/10/2017 21:30:00,109.37,kWh
03/10/2017 22:00:00,105.91,kWh
03/10/2017 22:30:00,105.9,kWh
03/10/2017 23:00:00,102.71,kWh
03/10/2017 23:30:00,96.04,kWh
04/10/2017 00:00:00,97.0,kWh
04/10/2017 00:30:00,91.94,kWh
04/10/2017 01:00:00,101.07,kWh
04/10/2017 01:30:00,105.62,kWh
04/10/2017 02:00:00,106.71,kWh
04/10/2017 02:30:00,106.44,kWh
04/10/2017 03:00:00,105.19,kWh
04/10/2017 03:30:00,110.11,kWh
04/10/2017 04:00:00,119.31,kWh
04/10/2017 04:30:00,137.75,kWh
04/10/2017 05:00:00,141.83,kWh
04/10/2017 05:30:00,150.01,kWh
04/10/2017 06:00:00,174.16,kWh
04/10/2017 06:30:00,200.48,kWh
04/10/2017 07:00:00,261.08,kWh
04/10/2017 07:30:00,365.72,kWh
04/10/2017 08:00:00,396.38,kWh
04/10/2017 08:30:00,392.93,kWh
04/10/2017 09:00:00,374.49,kWh
04/10/2017 09:30:00,361.02,kWh
04/10/2017 10:00:00,356.66,kWh
04/10/2017 10:30:00,364.01,kWh
