AESTTime,Quantity,Unit
2017-10-01 00:00:00,15.2,kWh
2017-10-01 00:30:00,14.4,kWh
n/a,14.72,kWh
2017-10-01 01:30:00,n/a,kWh
2017-10-01 02:00:00,14.88,kWh
2017-10-01 02:30:00,14.56,kWh
2017-10-01 03:00:00,14.56,kWh
2017-10-01 03:30:00,15.2,kWh
2017-10-01 04:00:00,15.36,kWh
00000,14.88,kWh
2017-10-01 05:00:00,13.6,kWh
2017-10-01 05:30:00,10.08,kWh
2017-10-01 06:00:00,11.04,kWh
2017-10-01 06:30:00,10.4,kWh
2017-10-01 07:00:00,9.6,kWh
2017-10-01 07:30:00,9.12,kWh
2017-10-01 08:00:00,8.96,kWh
2017-10-01 08:30:00,9.44,kWh
2017-10-01 09:00:00,8.64,kWh
2017-10-01 09:30:00,8.48,kWh
