AESTTime,Quantity,Unit
2017-10-01 00:00:00,12.416,kWh
2017-10-01 00:30:00,12.192,kWh
2017-10-01 01:00:00,12.192,kWh
2017-10-01 01:30:00,11.712,kWh
2017-10-01 02:00:00,11.872,kWh
2017-10-01 02:30:00,12.064,kWh
2017-10-01 03:00:00,11.84,kWh
2017-10-01 03:00:00,11.84,kWh
2017-10-01 03:30:00,12.448,kWh
2017-10-01 04:00:00,11.904000000000002,kWh
2017-10-01 04:30:00,12.064,kWh
2017-10-01 05:00:00,11.968,kWh
2017-10-01 05:30:00,12.255999999999998,kWh
2017-10-01 05:30:00,12.255999999999998,kWh
2017-10-01 06:00:00,11.872,kWh
2017-10-01 06:30:00,11.648,kWh
2017-10-01 07:00:00,11.008,kWh
2017-10-01 07:30:00,11.328,kWh
2017-10-01 08:00:00,11.2,kWh
2017-10-01 08:30:00,11.328,kWh
